chainA_metric,chainB_metric,homologous,rho_raw,p_raw,rho_partial,p_partial,n_conditions,fdr_raw,fdr_partial
Substrate_Clearance_Angle,Phi_D,False,0.04545602137267119,0.286074199824373,0.04716355891238879,0.2718443982384289,4,0.6337643811493802,0.6089979288930462
Substrate_Clearance_Angle,D1_Dist,False,-0.04530729735752105,0.2876557833277902,-0.06065260053790272,0.15742589687909625,4,0.633835951158866,0.4797741619172457
Cleft_Gape_Dist,Mg_Hijack_Dist,False,0.0708285176744143,0.28830732500628975,0.08892825987871765,0.18801039197431169,3,0.633835951158866,0.5245636553235514
Shell_M118_M120_Dist,SB_Dist,False,0.03794804226174901,0.2908520873078546,0.039063257002160214,0.28128019642148594,7,0.6369992482483812,0.6207562955508655
K105_E107_Dist,K105_E107_Dist,True,0.03785802756622585,0.291999072769467,0.036278452823154325,0.3170361732601572,7,0.6370888860424735,0.656880704308815
Phi_D,Interface_C_Lobe_Donor_Dist,False,0.037651894685038,0.29463706460558825,0.02949483116529,0.41601610306452486,7,0.6389477544368255,0.7367523890973086
V104_RS2_Dist,DFG_Mg_Dist,False,0.06984605554505964,0.2950696227086729,0.09598449393651472,0.1551509734380201,3,0.6389477544368255,0.4778981855630993
Interface_N_Lobe_Rec_Dist,D1_Dist,False,0.037418158296261286,0.29764753013667544,0.04339942185725386,0.23123191750156868,7,0.6401610356279034,0.5777765411339318
DFG_Mg_Dist,V104_RS2_Dist,False,-0.044470989364904435,0.29842187884653426,-0.048155347358036005,0.2636440753273859,4,0.6401610356279034,0.607435949554297
aCb4_aE_Dist,Spine_Bridge_Dist,False,0.0373164339605742,0.29896409476372576,0.03675404785956243,0.31072793198146087,7,0.6401610356279034,0.6484756841352227
PLoop_ATP_Dist,D1_Dist,False,-0.04400963595557984,0.30170472274570637,-0.06099893722238024,0.15506252767186712,4,0.643636741857507,0.4778981855630993
Interface_C_Lobe_Donor_Dist,Interface_C_Lobe_Donor_Dist,True,0.036686351816450614,0.3072051899518582,0.0026226085338413177,0.9423627719386622,7,0.6446334049427063,0.9784906260676748
Interface_N_Lobe_Rec_Dist,Interface_N_Lobe_Rec_Dist,True,0.036686351816450614,0.3072051899518582,0.0026226085338413307,0.942362771938662,7,0.6446334049427063,0.9784906260676748
Mg_Hijack_Dist,K105_N99_Dist,False,0.04344818063865504,0.30792197425328993,0.04089589555157055,0.3407804585940699,4,0.6446334049427063,0.6722244662677543
K105_E107_Dist,Substrate_Clearance_Angle,False,0.06768784900656553,0.3102915861576192,0.04627913059079304,0.4941067553662122,3,0.6446334049427063,0.781691155195417
Y156_N99_Dist,DFG_ATP_Dist,False,0.0676381792320018,0.31064785254562954,0.06570092393280534,0.33131829841677596,3,0.6446334049427063,0.6649454351500452
HRD_ATP_Dist,K105_N99_Dist,False,0.043185779185064326,0.31085642608141173,0.044768650091954396,0.296970840237349,4,0.6446334049427063,0.63137469634193
K105_E121_Dist,D1_Dist,False,-0.036329858394372784,0.3119337483875386,-0.04150159090659067,0.2523013567546233,7,0.6446334049427063,0.592879054203263
Cleft_Gape_Dist,Interface_N_Lobe_Rec_Dist,False,0.0361496086313343,0.31434271372877887,0.029800821003757708,0.4111934247694573,7,0.6446334049427063,0.7332737234278867
Spine_Bridge_Dist,HRD_ATP_Dist,False,-0.06712307119263347,0.3143583369021097,-0.06275101995653426,0.3535493610944469,3,0.6446334049427063,0.681085056824085
SB_Dist,Cleft_Gape_Dist,False,0.03607864595449651,0.31529443988444883,0.011918207202220915,0.7424747876656204,7,0.6446334049427063,0.9099265482880794
D1_Dist,D1_Dist,True,-0.0358250468029346,0.3187110366092505,-0.01390269023343629,0.7015007375249176,7,0.6446334049427063,0.8832700042461599
K105_E107_Dist,DFG_ATP_Dist,False,-0.06645797388921516,0.31919178724155794,-0.05897060265404241,0.3833710181401868,3,0.6446334049427063,0.7032538421934637
Spine_Bridge_Dist,Mg_Hijack_Dist,False,-0.06641375505705187,0.31951483795397806,-0.07048559258588452,0.29720960824077425,3,0.6446334049427063,0.63137469634193
Phi_D,Shell_M118_M120_Dist,False,-0.0356860517585551,0.32059385726077405,-0.03796644910538202,0.29502297249197684,7,0.6446334049427063,0.63137469634193
SB_Dist,Substrate_Clearance_Angle,False,-0.06625939335254198,0.32064422361289036,-0.05244777087905575,0.4382845423009447,3,0.6446334049427063,0.7520980188088868
Interface_C_Lobe_Donor_Dist,I150_HRD_Dist,False,0.03563506464810248,0.32128634041618787,0.043200616424463774,0.2333786904266839,7,0.6446334049427063,0.5794229555421118
Y156_N99_Dist,Mg_Hijack_Dist,False,0.06613098274996487,0.3215857060431384,0.08879993693712156,0.18865177137806022,3,0.6446334049427063,0.5245636553235514
I150_HRD_Dist,Cleft_Gape_Dist,False,-0.035559332042956256,0.32231670247135313,-0.05011435330089251,0.16675205779409774,7,0.6446334049427063,0.5002561733822932
D1_Dist,Interface_N_Lobe_Rec_Dist,False,0.034997822604803476,0.3300231792501851,0.03299141822829872,0.36290645786486486,7,0.6569475939635521,0.6919823094625123
PLoop_ATP_Dist,Phi_D,False,0.04140657138176381,0.3312367851191018,0.03845900392804941,0.3703586252918267,4,0.6569475939635521,0.6933506130872471
PLoop_ATP_Dist,D220_HRD_Dist,False,0.041268313390563804,0.33285575893425534,0.0034682164192325507,0.9356459411989464,4,0.6569475939635521,0.9779104951148732
Substrate_Clearance_Angle,PLoop_ATP_Dist,False,-0.06938787969374026,0.33303593305096735,-0.06340867832812996,0.3814637126571565,2,0.6569475939635521,0.7030516048208553
Spine_Bridge_Dist,DFG_Mg_Dist,False,-0.06432964368884277,0.33498106951479345,-0.07819502281248228,0.24731425329606704,3,0.6585293380222561,0.592879054203263
HRD_ATP_Dist,DFG_ATP_Dist,False,0.06870865205506915,0.3378051345003743,0.06790766889227932,0.34850890400983014,2,0.661822304327264,0.6804784024056345
DFG_Mg_Dist,Shell_M118_M120_Dist,False,0.040524312407145206,0.34341665580313596,0.029959407866772942,0.48698555242911845,4,0.668322437095234,0.7748720392242326
D220_HRD_Dist,D1_Dist,False,-0.034039834555134096,0.3434434746183841,-0.04225895316918859,0.24373851941871116,7,0.668322437095234,0.5923771611188929
PLoop_ATP_Dist,I150_HRD_Dist,False,0.04015614874508257,0.3460637144906107,0.022667336032758178,0.5976338225894215,4,0.671153870527245,0.8457913558022281
K105_N99_Dist,PLoop_ATP_Dist,False,0.06267427155286423,0.3476004980140135,-0.010407890756223136,0.8778650400073551,3,0.671872103543865,0.957051930137823
SB_Dist,Y156_N99_Dist,False,-0.03359136453652658,0.34984383556053666,-0.02723582950035577,0.4526371642582194,7,0.6739466531199636,0.7594453866368682
PLoop_ATP_Dist,Substrate_Clearance_Angle,False,0.06678891789657929,0.3515179924972449,0.07207917861216921,0.3196054916347393,2,0.6749145455947102,0.6574741542200351
PLoop_ATP_Dist,aCb4_aE_Dist,False,0.03959012235995446,0.3529117785336906,0.06360603527313037,0.13812565049681003,4,0.6752938437904872,0.45204758344410556
Interface_N_Lobe_Rec_Dist,Y156_N99_Dist,False,0.033298751056381214,0.3540603139318179,0.046926616665352694,0.195448448323293,7,0.6752938437904872,0.531029746387815
K105_N99_Dist,Phi_D,False,0.032801912901490246,0.3612926178010887,0.032842841947337414,0.3650732616690109,7,0.686454493015044,0.6919823094625123
SB_Dist,Mg_Hijack_Dist,False,0.06073972283191013,0.36272265523180236,0.07819318945514785,0.24732538222623845,3,0.686454493015044,0.592879054203263
Spine_Bridge_Dist,Phi_D,False,-0.03265238629515333,0.3634871881416466,-0.03103302102494386,0.3921105482436784,7,0.686454493015044,0.7130718837288751
PLoop_ATP_Dist,K105_N99_Dist,False,-0.03845521098607277,0.366897744201762,-0.03984230114651972,0.3533787065204348,4,0.6890362938226452,0.681085056824085
SB_Dist,DFG_Mg_Dist,False,0.060166128360472526,0.3672836893162854,0.07961705310682243,0.23878662334830536,3,0.6890362938226452,0.5872790901276498
DFG_ATP_Dist,Cleft_Gape_Dist,False,0.03825678210682249,0.36937795340129775,0.030050362618516034,0.484045975334094,4,0.6890362938226452,0.7748720392242326
Interface_N_Lobe_Rec_Dist,PLoop_ATP_Dist,False,0.05967942318554311,0.3711814552267654,-0.014035754866126194,0.8358153644812587,3,0.6890362938226452,0.940292285041416
HRD_ATP_Dist,Psi_D,False,0.03807591757007081,0.3716476465668852,0.044659736677503004,0.2981491621614669,4,0.6890362938226452,0.63137469634193
I150_HRD_Dist,PLoop_ATP_Dist,False,-0.05957366753133877,0.37203174892160185,-0.049715211354172346,0.46255758490589627,3,0.6890362938226452,0.7612145164795837
DFG_ATP_Dist,DFG_Mg_Dist,False,-0.06366461502066702,0.37456955880535014,-0.03279028747492875,0.6511645151655698,2,0.6915130316406464,0.8738944791656417
Cleft_Gape_Dist,Spine_Bridge_Dist,False,0.031606271372849735,0.37907252585295126,0.02682933755073086,0.4594144793798334,7,0.6919088048404729,0.7604101727666207
K105_N99_Dist,HRD_ATP_Dist,False,-0.058653059288802024,0.37948405735011015,-0.041382892894312726,0.5409611156337222,3,0.6919088048404729,0.8014832321674027
Spine_Bridge_Dist,K105_E107_Dist,False,-0.03156273908128625,0.3797298484156535,-0.02548398260726122,0.48224455903254837,7,0.6919088048404729,0.7748720392242326
K105_E107_Dist,K105_N99_Dist,False,-0.03150029115183993,0.38067401029410197,-0.02110406462075118,0.5606439370107228,7,0.6919088048404729,0.8160203313100735
Psi_D,Substrate_Clearance_Angle,False,0.05828714739339575,0.3824712019761842,0.02265638951916412,0.7379458288719283,3,0.6919088048404729,0.9083054990038639
K105_N99_Dist,Shell_M118_M120_Dist,False,-0.031357969579972174,0.38283116430494735,-0.0227632907873877,0.5302338729122091,7,0.6919088048404729,0.7932849631102142
PLoop_ATP_Dist,Shell_M118_M120_Dist,False,0.03712265575726013,0.38375213130766594,0.05913966525457718,0.16806971153721628,4,0.6919088048404729,0.5015966520488941
Cleft_Gape_Dist,aCb4_aE_Dist,False,-0.031219678035515157,0.3849343768118558,-0.023775301115895375,0.5121051066632354,7,0.6919088048404729,0.7854627734748263
Cleft_Gape_Dist,Substrate_Clearance_Angle,False,0.05790634715411818,0.38559501103088856,0.0674995724987496,0.31821293441441534,3,0.6919088048404729,0.6569557355652446
Mg_Hijack_Dist,Y156_N99_Dist,False,0.03660719504673372,0.39039644739086343,0.03895240818846077,0.36424503774030104,4,0.6983489245252712,0.6919823094625123
D220_HRD_Dist,PLoop_ATP_Dist,False,0.05709036891253094,0.3923405197350429,0.06652564067930321,0.3252668796061515,3,0.6996536822519651,0.6606435363595844
DFG_Mg_Dist,D1_Dist,False,-0.03635979847917006,0.39533557911994976,-0.019431658217673814,0.6521548265037325,4,0.7028188073243551,0.8738944791656417
V104_RS2_Dist,HRD_ATP_Dist,False,0.05636667491073494,0.3983820766024482,0.04878215250772778,0.47101288380744144,3,0.7060556188400312,0.7650387134135106
aCb4_aE_Dist,Phi_D,False,-0.029978803855644488,0.40411986054030247,-0.035446625806290946,0.3282694188993076,7,0.7127037139018574,0.6611300184825216
Substrate_Clearance_Angle,D220_HRD_Dist,False,-0.03547853630014841,0.4051861369154266,-0.07959686165745132,0.06330909004314011,4,0.7127037139018574,0.3116755202123821
Spine_Bridge_Dist,PLoop_ATP_Dist,False,-0.05534032627661145,0.40704485477982155,-0.04221331950852798,0.5328621919584604,3,0.7127037139018574,0.7937567164554593
SB_Dist,K105_E121_Dist,False,-0.029714003758298517,0.4082866986187921,-0.03562919766344027,0.3257821202462443,7,0.7127037139018574,0.6606435363595844
V104_RS2_Dist,K105_N99_Dist,False,-0.029670810627619792,0.40896878961682637,-0.029228141857437055,0.4202464050752659,7,0.7127037139018574,0.7372830442746678
Psi_D,K105_E121_Dist,False,0.029633586093435374,0.40955716892624094,0.03411498352705635,0.34678157845149826,7,0.7127037139018574,0.679408806762119
DFG_ATP_Dist,Interface_N_Lobe_Rec_Dist,False,0.03485749752717396,0.41346448073400754,0.013307007532809431,0.7566998854643381,4,0.7173359665746637,0.9114869683717477
Spine_Bridge_Dist,Y156_N99_Dist,False,0.029275544172198083,0.41524205738142017,0.02874945732280579,0.4279023329191334,7,0.7182565316867808,0.7413134760503683
Interface_C_Lobe_Donor_Dist,D1_Dist,False,-0.029167087931153638,0.4169732288987358,-0.019554915545273624,0.5897760788848652,7,0.7190915564241671,0.8387926455251415
V104_RS2_Dist,K105_E107_Dist,False,0.029051477447988146,0.4188232620452672,0.03572780604655567,0.3244438089062629,7,0.7201259669793251,0.6606435363595844
V104_RS2_Dist,SB_Dist,False,-0.02895067971036251,0.4204401813643639,-0.0347585357705408,0.3377538020793829,7,0.7207545966246238,0.6685436082396031
